age,ast_pct,blk_pct,bpm,bpm-dum,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,g,href,mp,obpm,orb_pct,ows,per,player,player_id,pos,season,stl_pct,team_id,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws-dum,ws_per_48,birthplace
22,14.9,,,,,,0.2,,.198,31,/players/s/schelda01.html,212,,,-0.4,8.9,Dave Schellhase,schelda01,PG,1967.0,,CHI,,,.389,,,-0.2,,-0.045,"Evansville, Indiana"
28,9.0,,,,,,2.8,,.320,72,/players/s/scottra01.html,2446,,,-0.4,14.6,Ray Scott,scottra01,C-PF,1967.0,,TOT,,,.449,,,2.4,,.047,"Philadelphia, Pennsylvania"
27,17.5,,,,,,2.7,,.417,73,/players/s/siegfla01.html,1891,,,3.7,16.2,Larry Siegfried,siegfla01,PG,1967.0,,BOS,,,.522,,,6.4,,.163,"Shelby, Ohio"
23,6.1,,,,,,1.7,,.442,77,/players/s/silaspa01.html,1570,,,0.1,12.9,Paul Silas,silaspa01,PF,1967.0,,STL,,,.458,,,1.8,,.054,"Prescott, Arkansas"
24,7.8,,,,,,3.4,,.352,80,/players/s/sloanje01.html,2942,,,3.1,14.2,Jerry Sloan*,sloanje01,SG,1967.0,,CHI,,,.496,,,6.5,,.106,"McLeansboro, Illinois"
30,9.5,,,,,,1.0,,.331,81,/players/s/smithad01.html,2636,,,4.0,12.6,Adrian Smith,smithad01,SG,1967.0,,CIN,,,.512,,,5.1,,.092,"Farmington, Kentucky"
22,12.6,,,,,,0.4,,.183,55,/players/s/snydedi01.html,676,,,0.2,12.3,Dick Snyder,snydedi01,SG,1967.0,,STL,,,.464,,,0.6,,.045,"North Canton, Ohio"
25,10.4,,,,,,0.7,,.392,76,/players/s/stallda01.html,1889,,,3.1,15.8,Dave Stallworth,stallda01,SF,1967.0,,NYK,,,.517,,,3.9,,.098,"Dallas, Texas"
26,4.9,,,,,,3.1,,.397,79,/players/s/strawjo01.html,2156,,,1.2,12.3,Joe Strawder,strawjo01,C,1967.0,,DET,,,.484,,,4.3,,.096,"Belle Glade, Florida"
25,14.3,,,,,,0.8,,.328,67,/players/t/thornro01.html,1166,,,1.3,14.7,Rod Thorn*,thornro01,PG,1967.0,,STL,,,.493,,,2.1,,.086,"Princeton, West Virginia"
25,7.5,,,,,,5.6,,.417,65,/players/t/thurmna01.html,2761,,,1.7,17.4,Nate Thurmond*,thurmna01,C,1967.0,,SFW,,,.480,,,7.2,,.125,"Akron, Ohio"
29,9.5,,,,,,1.0,,.208,63,/players/t/tormobu01.html,1036,,,-0.2,11.9,Gene Tormohlen,tormobu01,C,1967.0,,STL,,,.448,,,0.8,,.039,"Holland, Indiana"
27,7.7,,,,,,2.1,,.400,68,/players/t/tresvjo01.html,1553,,,1.4,14.0,John Tresvant,tresvjo01,PF,1967.0,,DET,,,.491,,,3.5,,.109,
23,10.8,,,,,,1.0,,.558,79,/players/v/vanardi01.html,2892,,,4.3,13.3,Dick Van Arsdale,vanardi01,SG,1967.0,,NYK,,,.524,,,5.2,,.087,"Indianapolis, Indiana"
23,12.3,,,,,,2.4,,.391,79,/players/v/vanarto01.html,2134,,,0.7,12.6,Tom Van Arsdale,vanarto01,SG,1967.0,,DET,,,.465,,,3.1,,.069,"Indianapolis, Indiana"
26,14.2,,,,,,0.7,,.327,51,/players/v/vaughch01.html,680,,,-0.4,9.1,Chico Vaughn,vaughch01,SG,1967.0,,DET,,,.425,,,0.4,,.026,"Portland, Oregon"
26,8.8,,,,,,2.7,,.505,81,/players/w/walkech01.html,2691,,,7.4,17.9,Chet Walker*,walkech01,SF,1967.0,,PHI,,,.557,,,10.1,,.181,"Bethlehem, Mississippi"
25,15.6,,,,,,1.2,,.450,76,/players/w/wardge01.html,1042,,,-0.3,8.9,Gerry Ward,wardge01,SG,1967.0,,CHI,,,.436,,,1.0,,.045,
22,3.8,,,,,,0.1,,.175,33,/players/w/wareji01.html,201,,,-0.7,6.1,Jim Ware,wareji01,PF,1967.0,,CIN,,,.335,,,-0.5,,-0.127,"Natchez, Mississippi"
30,6.0,,,,,,0.8,,.545,62,/players/w/warlebe01.html,1037,,,0.9,11.7,Ben Warley,warlebe01,SF,1967.0,,BAL,,,.496,,,1.7,,.078,"Washington, District of Columbia"
25,20.7,,,,,,0.1,,.212,12,/players/w/warlibo01.html,65,,,-0.4,10.4,Bob Warlick,warlibo01,SG,1967.0,,SFW,,,.317,,,-0.3,,-0.207,"Hickory, North Carolina"
23,5.1,,,,,,1.9,,.263,77,/players/w/washiji01.html,1475,,,-0.6,11.4,Jim Washington,washiji01,PF,1967.0,,CHI,,,.439,,,1.3,,.041,"Philadelphia, Pennsylvania"
23,1.4,,,,,,0.2,,.523,27,/players/w/wattsro01.html,89,,,-0.3,8.4,Ron Watts,wattsro01,F,1967.0,,BOS,,,.351,,,-0.1,,-0.073,
24,41.6,,,,,,0.0,,.500,6,/players/w/weissbo01.html,29,,,0.0,14.3,Bob Weiss,weissbo01,PG,1967.0,,PHI,,,.492,,,0.1,,.122,"Easton, Pennsylvania"
22,2.6,,,,,,0.6,,.369,64,/players/w/weslewa01.html,909,,,-1.1,8.6,Walt Wesley,weslewa01,C,1967.0,,CIN,,,.406,,,-0.4,,-0.022,"Fort Myers, Florida"
28,23.1,,,,,,2.3,,.494,66,/players/w/westje01.html,2670,,,9.4,22.7,Jerry West*,westje01,PG,1967.0,,LAL,,,.559,,,11.7,,.210,"Chelyan, West Virginia"
29,19.6,,,,,,2.4,,.563,78,/players/w/wilkele01.html,2974,,,5.2,15.6,Lenny Wilkens*,wilkele01,PG,1967.0,,STL,,,.524,,,7.6,,.123,"Brooklyn, New York"
24,3.5,,,,,,0.7,,.368,55,/players/w/wilsoge01.html,573,,,-0.5,10.5,George Wilson,wilsoge01,C,1967.0,,TOT,,,.419,,,0.2,,.014,"Meridian, Mississippi"
26,7.5,,,,,,0.2,,.392,23,/players/a/actonbu01.html,195,,,-0.1,9.5,Bud Acton,actonbu01,SF,1968.0,,SDR,,,.444,,,0.1,,.021,
23,7.0,,,,,,0.1,,.226,36,/players/a/akinhe01.html,259,,,-0.7,6.5,Henry Akin,akinhe01,C,1968.0,,SEA,,,.372,,,-0.6,,-0.103,"Detroit, Michigan"
23,20.3,,,,,,0.1,,.966,18,/players/a/andercl01.html,94,,,-0.3,4.5,Cliff Anderson,andercl01,SG,1968.0,,LAL,,,.315,,,-0.2,,-0.113,
31,24.8,,,,,,2.9,,.400,67,/players/a/attleal01.html,1992,,,2.2,12.5,Al Attles*,attleal01,PG,1968.0,,SFW,,,.515,,,5.2,,.124,"Newark, New Jersey"
26,5.1,,,,,,1.3,,.383,79,/players/b/barneji01.html,1425,,,1.1,11.7,Jim Barnes,barneji01,PF,1968.0,,TOT,,,.493,,,2.4,,.081,"Tuckerman, Arkansas"
31,13.9,,,,,,1.8,,.380,81,/players/b/barnedi01.html,2488,,,6.0,16.4,Dick Barnett,barnedi01,SG,1968.0,,NYK,,,.540,,,7.7,,.149,"Gary, Indiana"
23,17.1,,,,,,0.8,,.259,47,/players/b/barneji02.html,1068,,,-0.6,11.2,Jim Barnett,barneji02,SG,1968.0,,SDR,,,.435,,,0.3,,.012,"Greenville, South Carolina"
29,18.4,,,,,,1.4,,.334,75,/players/b/barnhjo01.html,1883,,,0.3,11.4,John Barnhill,barnhjo01,PG,1968.0,,SDR,,,.463,,,1.7,,.044,"Sturgis, Kentucky"
33,16.4,,,,,,3.2,,.363,77,/players/b/bayloel01.html,3029,,,4.9,21.0,Elgin Baylor*,bayloel01,SF,1968.0,,LAL,,,.505,,,8.0,,.127,"Washington, District of Columbia"
28,8.4,,,,,,3.6,,.437,82,/players/b/beatyze01.html,3068,,,8.2,19.3,Zelmo Beaty*,beatyze01,C,1968.0,,STL,,,.555,,,11.8,,.185,"Hillister, Texas"
28,8.3,,,,,,3.3,,.560,82,/players/b/bellawa01.html,2695,,,7.9,19.1,Walt Bellamy*,bellawa01,C,1968.0,,NYK,,,.583,,,11.1,,.198,"New Bern, North Carolina"
24,23.0,,,,,,2.5,,.353,79,/players/b/bingda01.html,3209,,,3.8,18.5,Dave Bing*,bingda01,PG,1968.0,,DET,,,.490,,,6.2,,.093,"Washington, District of Columbia"
23,5.6,,,,,,1.6,,.455,52,/players/b/blockjo01.html,1805,,,2.5,17.1,John Block,blockjo01,C,1968.0,,SDR,,,.505,,,4.1,,.109,"Los Angeles, California"
30,6.0,,,,,,2.9,,.423,77,/players/b/boozebo01.html,2988,,,7.7,18.6,Bob Boozer,boozebo01,PF,1968.0,,CHI,,,.552,,,10.6,,.170,"Omaha, Nebraska"
24,10.0,,,,,,0.4,,.112,42,/players/b/bowmana01.html,272,,,-0.4,11.0,Nate Bowman,bowmana01,C,1968.0,,NYK,,,.405,,,0.0,,-0.006,"Fort Worth, Texas"
24,20.5,,,,,,0.8,,.305,45,/players/b/bradlbi01.html,874,,,0.2,11.7,Bill Bradley*,bradlbi01,SF,1968.0,,NYK,,,.465,,,1.1,,.058,"Crystal City, Missouri"
28,10.8,,,,,,4.2,,.480,82,/players/b/bridgbi01.html,3197,,,4.5,15.6,Bill Bridges,bridgbi01,PF,1968.0,,STL,,,.523,,,8.6,,.129,"Hobbs, New Mexico"
23,19.1,,,,,,0.1,,.088,11,/players/b/brittty01.html,84,,,-0.1,9.5,Tyrone Britt,brittty01,SG,1968.0,,SDR,,,.396,,,0.0,,-0.020,
29,17.1,,,,,,0.9,,.296,77,/players/b/bryanem01.html,968,,,-0.4,8.0,Em Bryant,bryanem01,PG,1968.0,,NYK,,,.430,,,0.5,,.024,"Chicago, Illinois"
22,13.0,,,,,,0.0,,.000,3,/players/b/burnsji01.html,11,,,-0.1,4.3,Jim Burns,burnsji01,SG,1968.0,,CHI,,,.286,,,-0.1,,-0.248,
25,15.4,,,,,,0.0,,.000,2,/players/c/caldwji01.html,7,,,0.0,0.0,Jim Caldwell,caldwji01,C,1968.0,,NYK,,,.000,,,0.0,,-0.117,"Durham, North Carolina"
26,13.6,,,,,,2.2,,.238,79,/players/c/caldwjo01.html,2641,,,1.6,13.2,Joe Caldwell,caldwjo01,SF,1968.0,,STL,,,.480,,,3.7,,.068,"Texas City, Texas"
24,26.7,,,,,,0.0,,.500,1,/players/c/cartege01.html,5,,,0.0,21.3,George Carter,cartege01,SF,1968.0,,DET,,,.615,,,0.0,,.230,"Buffalo, New York"
31,23.2,,,,,,10.7,,.677,82,/players/c/chambwi01.html,3836,,,9.7,24.7,Wilt Chamberlain*,chambwi01,C,1968.0,,PHI,,,.557,,,20.4,,.255,"Philadelphia, Pennsylvania"
27,6.9,,,,,,0.9,,.424,67,/players/c/chapple01.html,1064,,,2.8,19.0,Len Chappell,chapple01,C-PF,1968.0,,TOT,,,.559,,,3.7,,.168,"Portage, Pennsylvania"
26,15.3,,,,,,2.0,,.367,81,/players/c/clarkar01.html,3039,,,5.8,15.5,Archie Clark,clarkar01,PG,1968.0,,LAL,,,.530,,,7.9,,.124,"Conway, Arkansas"
24,8.6,,,,,,1.6,,.254,78,/players/c/clemeba01.html,1631,,,1.2,13.3,Barry Clemens,clemeba01,SF,1968.0,,CHI,,,.487,,,2.8,,.081,"Dayton, Ohio"
36,16.0,,,,,,0.6,,.547,28,/players/c/costela01.html,492,,,0.9,12.8,Larry Costello,costela01,PG,1968.0,,PHI,,,.547,,,1.5,,.150,"Minoa, New York"
26,10.8,,,,,,2.0,,.314,82,/players/c/countme01.html,1739,,,3.0,18.4,Mel Counts,countme01,PF,1968.0,,LAL,,,.521,,,5.0,,.139,"Coos Bay, Oregon"
26,15.7,,,,,,1.0,,.353,69,/players/c/crawffr01.html,1182,,,0.6,12.8,Freddie Crawford,crawffr01,SG,1968.0,,TOT,,,.477,,,1.6,,.065,"New York, New York"
24,12.0,,,,,,3.4,,.432,74,/players/c/cunnibi01.html,2076,,,3.0,18.6,Billy Cunningham*,cunnibi01,SF,1968.0,,PHI,,,.499,,,6.4,,.148,"Brooklyn, New York"
26,4.5,,,,,,0.4,,.460,50,/players/d/davisji01.html,394,,,-0.2,9.1,Jim Davis,davisji01,C,1968.0,,STL,,,.440,,,0.2,,.029,"Muncie, Indiana"
27,7.6,,,,,,2.9,,.336,80,/players/d/debusda01.html,3125,,,1.8,15.0,Dave DeBusschere*,debusda01,SF,1968.0,,DET,,,.483,,,4.7,,.072,"Detroit, Michigan"
31,10.0,,,,,,0.7,,.266,81,/players/d/dierkco01.html,2637,,,3.4,15.5,Connie Dierking,dierkco01,C,1968.0,,CIN,,,.509,,,4.2,,.076,"Brooklyn, New York"
24,4.6,,,,,,0.2,,.285,67,/players/d/dinwibi01.html,871,,,-0.7,9.4,Bill Dinwiddie,dinwibi01,SF,1968.0,,CIN,,,.427,,,-0.5,,-0.028,
27,7.9,,,,,,1.5,,.390,78,/players/d/dischte01.html,1936,,,4.4,16.2,Terry Dischinger,dischte01,SF,1968.0,,DET,,,.549,,,5.8,,.144,"Terre Haute, Indiana"
22,8.3,,,,,,0.1,,.347,28,/players/d/doveso01.html,162,,,-0.6,6.4,Sonny Dove,doveso01,PF,1968.0,,DET,,,.324,,,-0.5,,-0.136,"Brooklyn, New York"
29,19.0,,,,,,1.0,,.441,67,/players/e/eganjo01.html,930,,,0.4,13.9,Johnny Egan,eganjo01,PG,1968.0,,BAL,,,.472,,,1.4,,.074,"Hartford, Connecticut"
23,8.0,,,,,,0.9,,.166,51,/players/e/ellisjo01.html,624,,,-1.2,10.0,Joe Ellis,ellisjo01,SF,1968.0,,SFW,,,.392,,,-0.3,,-0.020,
27,7.3,,,,,,3.3,,.358,78,/players/e/ellisle01.html,2719,,,3.2,13.7,Leroy Ellis,ellisle01,C,1968.0,,BAL,,,.522,,,6.4,,.114,"Far Rockaway, New York"
30,6.3,,,,,,1.8,,.383,78,/players/e/embrywa01.html,1088,,,-0.7,11.7,Wayne Embry*,embrywa01,C,1968.0,,BOS,,,.439,,,1.1,,.050,"Springfield, Ohio"
23,16.6,,,,,,2.4,,.273,78,/players/e/erickke01.html,2257,,,-0.3,12.8,Keith Erickson,erickke01,SF,1968.0,,CHI,,,.450,,,2.1,,.044,"San Francisco, California"
30,9.3,,,,,,0.9,,.376,59,/players/f/ferrybo01.html,841,,,-0.1,11.3,Bob Ferry,ferrybo01,C,1968.0,,BAL,,,.454,,,0.8,,.046,"St. Louis, Missouri"
23,12.7,,,,,,0.1,,.298,19,/players/f/filipro01.html,73,,,-0.2,13.5,Ron Filipek,filipro01,F,1968.0,,PHI,,,.404,,,0.0,,-0.009,
25,9.4,,,,,,1.1,,.388,53,/players/f/finkeha01.html,1116,,,2.3,17.5,Hank Finkel,finkeha01,C,1968.0,,SDR,,,.534,,,3.4,,.146,"Union City, New Jersey"
24,5.6,,,,,,0.4,,.671,55,/players/f/foxji01.html,624,,,0.2,11.4,Jim Fox,foxji01,C,1968.0,,TOT,,,.475,,,0.6,,.046,"Atlanta, Georgia"
22,25.1,,,,,,1.9,,.414,74,/players/f/fraziwa01.html,1588,,,1.6,15.4,Walt Frazier*,fraziwa01,PG,1968.0,,NYK,,,.496,,,3.5,,.105,"Atlanta, Georgia"
30,7.7,,,,,,1.5,,.444,80,/players/g/gambeda01.html,1755,,,3.6,17.3,Dave Gambee,gambeda01,PF,1968.0,,SDR,,,.525,,,5.0,,.138,"Portland, Oregon"
24,12.9,,,,,,1.3,,.483,79,/players/g/goodrga01.html,2057,,,5.0,14.9,Gail Goodrich*,goodrga01,SG,1968.0,,LAL,,,.555,,,6.3,,.146,"Los Angeles, California"
22,9.9,,,,,,0.9,,.324,48,/players/g/grahama01.html,786,,,0.2,8.8,Mal Graham,grahama01,PG,1968.0,,BOS,,,.467,,,1.1,,.067,
22,12.5,,,,,,0.0,,.075,44,/players/g/grayga01.html,276,,,-0.6,5.4,Gary Gray,grayga01,SG,1968.0,,CIN,,,.379,,,-0.5,,-0.093,
34,7.8,,,,,,1.8,,.436,77,/players/g/greenjo01.html,1440,,,0.5,16.0,Johnny Green,greenjo01,PF,1968.0,,TOT,,,.471,,,2.3,,.076,"Dayton, Ohio"
31,14.9,,,,,,4.3,,.338,82,/players/g/greerha01.html,3263,,,6.9,17.1,Hal Greer*,greerha01,SG,1968.0,,PHI,,,.529,,,11.2,,.165,"Huntington, West Virginia"
23,13.4,,,,,,2.0,,.387,82,/players/g/guokama02.html,1612,,,2.1,10.4,Matt Guokas,guokama02,SG,1968.0,,PHI,,,.541,,,4.2,,.124,"Philadelphia, Pennsylvania"
25,5.1,,,,,,1.0,,.529,74,/players/h/hairsha01.html,2517,,,5.5,16.0,Happy Hairston,hairsha01,PF,1968.0,,TOT,,,.545,,,6.5,,.124,"Winston-Salem, North Carolina"
23,9.7,,,,,,0.3,,.120,44,/players/h/hamilde01.html,378,,,0.4,10.6,Dennis Hamilton,hamilde01,PF,1968.0,,LAL,,,.532,,,0.7,,.092,"Huntington Beach, California"
25,7.4,,,,,,0.4,,.465,14,/players/h/hardire01.html,305,,,-0.4,8.0,Reggie Harding,hardire01,C,1968.0,,CHI,,,.380,,,0.0,,-0.002,"Detroit, Michigan"
24,16.1,,,,,,1.4,,.311,76,/players/h/haskicl01.html,1477,,,0.1,13.1,Clem Haskins,haskicl01,PG,1968.0,,CHI,,,.459,,,1.6,,.051,"Campbellsville, Kentucky"
27,18.6,,,,,,4.9,,.292,82,/players/h/havlijo01.html,2921,,,2.7,17.7,John Havlicek*,havlijo01,SG,1968.0,,BOS,,,.486,,,7.6,,.125,"Martins Ferry, Ohio"
31,5.9,,,,,,1.6,,.294,78,/players/h/hawkito01.html,2463,,,2.5,10.3,Tom Hawkins,hawkito01,PF,1968.0,,LAL,,,.513,,,4.1,,.080,"Chicago, Illinois"
25,27.2,,,,,,1.4,,.333,79,/players/a/abdulma01.html,2666,,,3.9,19.4,Walt Hazzard,abdulma01,PG,1968.0,,SEA,,,.497,,,5.3,,.096,"Wilmington, Delaware"
25,7.9,,,,,,2.8,,.368,77,/players/h/hetzefr01.html,2394,,,2.3,15.8,Fred Hetzel,hetzefr01,SF,1968.0,,SFW,,,.488,,,5.1,,.102,"Washington, District of Columbia"
31,6.7,,,,,,4.5,,.345,82,/players/h/howelba01.html,2801,,,5.6,18.1,Bailey Howell*,howelba01,PF,1968.0,,BOS,,,.527,,,10.1,,.174,"Middleton, Tennessee"
23,10.4,,,,,,0.9,,.328,46,/players/h/hudsolo01.html,966,,,1.3,16.1,Lou Hudson,hudsolo01,SG,1968.0,,STL,,,.502,,,2.2,,.110,"Greensboro, North Carolina"
29,10.9,,,,,,2.6,,.467,82,/players/i/imhofda01.html,2271,,,2.3,14.5,Darrall Imhoff,imhofda01,C,1968.0,,LAL,,,.516,,,4.9,,.104,"San Gabriel, California"
24,6.3,,,,,,0.0,,.000,2,/players/j/jacksal01.html,17,,,-0.1,-9.2,Al Jackson,jacksal01,G,1968.0,,CIN,,,.000,,,-0.1,,-0.199,"Cleveland, Ohio"
26,6.4,,,,,,4.5,,.249,82,/players/j/jackslu01.html,2570,,,0.6,12.4,Luke Jackson,jackslu01,PF,1968.0,,PHI,,,.471,,,5.1,,.095,"San Marcos, Texas"
22,6.6,,,,,,1.2,,.369,75,/players/j/jacksph01.html,1093,,,-0.6,10.6,Phil Jackson*,jacksph01,PF,1968.0,,NYK,,,.438,,,0.5,,.024,"Deer Lodge, Montana"
29,9.7,,,,,,3.0,,.261,60,/players/j/johnsgu01.html,2271,,,2.3,17.1,Gus Johnson*,johnsgu01,SF,1968.0,,BAL,,,.497,,,5.3,,.112,"Akron, Ohio"
24,14.9,,,,,,0.3,,.453,43,/players/j/johnsne02.html,286,,,-0.1,10.5,Neil Johnson,johnsne02,PF,1968.0,,NYK,,,.437,,,0.2,,.032,"Jackson, Michigan"
24,7.3,,,,,,0.7,,.269,51,/players/j/jonesjo01.html,475,,,-1.3,9.0,Johnny Jones,jonesjo01,SF,1968.0,,BOS,,,.378,,,-0.5,,-0.055,"Washington, District of Columbia"
22,19.4,,,,,,0.5,,.297,42,/players/j/jonesni01.html,603,,,-0.3,9.9,Nick Jones,jonesni01,PG,1968.0,,SDR,,,.433,,,0.2,,.013,
34,13.2,,,,,,3.2,,.279,73,/players/j/jonessa01.html,2408,,,4.5,18.3,Sam Jones*,jonessa01,PG,1968.0,,BOS,,,.513,,,7.7,,.154,"Wilmington, North Carolina"
25,14.9,,,,,,2.5,,.194,77,/players/j/joneswa02.html,2058,,,-1.3,10.9,Wali Jones,joneswa02,PG,1968.0,,PHI,,,.436,,,1.3,,.029,"Philadelphia, Pennsylvania"
25,7.7,,,,,,2.7,,.342,81,/players/k/kimbato01.html,2519,,,-1.5,12.0,Toby Kimball,kimbato01,PF,1968.0,,SDR,,,.432,,,1.2,,.023,"Framingham, Massachusetts"
26,18.0,,,,,,2.1,,.335,54,/players/k/kingji01.html,1743,,,1.6,14.6,Jim King,kingji01,PG,1968.0,,SFW,,,.489,,,3.7,,.102,"Tulsa, Oklahoma"
29,9.9,,,,,,2.3,,.347,69,/players/k/kojisdo01.html,2548,,,2.7,16.0,Don Kojis,kojisdo01,SF,1968.0,,SDR,,,.496,,,5.0,,.094,"Milwaukee, Wisconsin"
26,18.9,,,,,,1.4,,.255,78,/players/k/komivho01.html,1660,,,-1.1,9.9,Howard Komives,komivho01,PG,1968.0,,NYK,,,.426,,,0.3,,.010,"Toledo, Ohio"
24,19.6,,,,,,1.0,,.333,76,/players/k/kronto01.html,1794,,,0.2,12.6,Tommy Kron,kronto01,SG,1968.0,,SEA,,,.460,,,1.3,,.034,"Owensboro, Kentucky"
30,9.2,,,,,,3.7,,.476,79,/players/l/larusru01.html,2819,,,4.8,17.5,Rudy LaRusso,larusru01,PF,1968.0,,SFW,,,.514,,,8.6,,.146,"Brooklyn, New York"
24,7.0,,,,,,0.4,,.324,44,/players/l/lattida01.html,257,,,-0.3,8.1,Dave Lattin,lattida01,PF,1968.0,,SFW,,,.416,,,0.2,,.031,"Houston, Texas"
23,6.4,,,,,,4.6,,.375,82,/players/l/leecl01.html,2699,,,0.5,13.4,Clyde Lee,leecl01,C,1968.0,,SFW,,,.468,,,5.1,,.090,"Nashville, Tennessee"
31,4.5,,,,,,0.1,,.686,10,/players/l/leege01.html,106,,,-0.2,6.0,George Lee,leege01,F-G,1968.0,,SFW,,,.362,,,-0.1,,-0.048,"Highland Park, Michigan"
25,24.5,,,,,,0.5,,.250,55,/players/l/lehmage01.html,497,,,-0.5,9.4,George Lehmann,lehmage01,PG,1968.0,,STL,,,.401,,,0.0,,-0.005,"Riverside, New Jersey"
22,16.1,,,,,,0.4,,.523,41,/players/l/lewisbo01.html,342,,,0.2,14.4,Bobby Lewis,lewisbo01,SG,1968.0,,SFW,,,.482,,,0.7,,.095,
23,18.4,,,,,,0.1,,.294,16,/players/l/longpa01.html,93,,,0.1,16.6,Paul Long,longpa01,SG,1968.0,,DET,,,.495,,,0.2,,.095,"Louisville, Kentucky"
22,8.8,,,,,,0.2,,.209,44,/players/l/lottpl01.html,478,,,-0.9,4.7,Plummer Lott,lottpl01,SF,1968.0,,SEA,,,.343,,,-0.7,,-0.072,
27,15.2,,,,,,2.1,,.348,77,/players/l/loughke01.html,2297,,,0.9,13.3,Kevin Loughery,loughke01,PG,1968.0,,BAL,,,.470,,,3.0,,.063,"Brooklyn, New York"
25,6.9,,,,,,0.2,,.251,72,/players/l/lovebo01.html,1068,,,0.0,10.3,Bob Love,lovebo01,SF,1968.0,,CIN,,,.459,,,0.2,,.009,"Bastrop, Louisiana"
27,9.5,,,,,,1.3,,.327,82,/players/l/lucasje01.html,3619,,,8.8,19.8,Jerry Lucas*,lucasje01,PF,1968.0,,CIN,,,.565,,,10.1,,.133,"Middletown, Ohio"
24,4.1,,,,,,1.2,,.382,71,/players/m/mannied01.html,951,,,0.2,11.0,Ed Manning,mannied01,PF,1968.0,,BAL,,,.469,,,1.4,,.071,"Summit, Mississippi"
23,7.5,,,,,,2.0,,.337,82,/players/m/marinja01.html,2037,,,3.3,15.9,Jack Marin,marinja01,SF,1968.0,,BAL,,,.518,,,5.4,,.126,"Sharon, Pennsylvania"
24,12.9,,,,,,1.2,,.238,65,/players/m/mcglojo01.html,1876,,,0.6,11.4,Jon McGlocklin,mcglojo01,SG,1968.0,,SDR,,,.471,,,1.8,,.047,"Franklin, Indiana"
23,4.5,,,,,,0.5,,.484,50,/players/m/mckenst01.html,653,,,0.0,7.8,Stan McKenzie,mckenst01,SG,1968.0,,BAL,,,.462,,,0.6,,.043,"Miami, Florida"
25,8.8,,,,,,2.0,,.294,76,/players/m/mclemmc01.html,2100,,,-0.3,12.7,McCoy McLemore,mclemmc01,SF,1968.0,,CHI,,,.454,,,1.7,,.038,"Houston, Texas"
23,17.1,,,,,,1.1,,.140,71,/players/m/melchbi01.html,758,,,0.0,11.9,Bill Melchionni,melchbi01,PG,1968.0,,PHI,,,.456,,,1.1,,.066,"Philadelphia, Pennsylvania"
29,8.6,,,,,,1.6,,.342,82,/players/m/meschto01.html,2857,,,3.2,13.4,Tom Meschery,meschto01,SF,1968.0,,SEA,,,.513,,,4.8,,.081,"Harbin Manchuria, China"
27,13.2,,,,,,1.4,,.313,76,/players/m/milesed01.html,2303,,,4.5,16.6,Eddie Miles,milesed01,SG,1968.0,,DET,,,.523,,,5.9,,.123,"North Little Rock, Arkansas"
24,2.6,,,,,,0.0,,.226,8,/players/m/milleja01.html,52,,,-0.3,-0.8,Jay Miller,milleja01,SF,1968.0,,STL,,,.293,,,-0.3,,-0.263,"St. Louis, Missouri"
23,16.8,,,,,,3.1,,.396,82,/players/m/monroea01.html,3012,,,6.2,19.3,Earl Monroe*,monroea01,SG,1968.0,,BAL,,,.518,,,9.3,,.148,"Philadelphia, Pennsylvania"
23,10.8,,,,,,1.6,,.378,74,/players/m/mueller01.html,1788,,,0.8,10.9,Erwin Mueller,mueller01,C-PF,1968.0,,TOT,,,.485,,,2.5,,.066,"Livermore, California"
25,17.9,,,,,,3.6,,.247,79,/players/m/mullije01.html,2805,,,2.2,15.1,Jeff Mullins,mullije01,SG,1968.0,,SFW,,,.484,,,5.7,,.098,"Astoria, New York"
24,5.6,,,,,,1.0,,.504,81,/players/m/murredo01.html,1494,,,1.2,12.8,Dorie Murrey,murredo01,PF,1968.0,,SEA,,,.499,,,2.2,,.070,
27,9.5,,,,,,2.6,,.424,82,/players/n/nelsodo01.html,1498,,,3.6,18.2,Don Nelson*,nelsodo01,SF,1968.0,,BOS,,,.546,,,6.1,,.197,"Muskegon, Michigan"
31,11.6,,,,,,1.4,,.285,70,/players/o/ohldo01.html,1919,,,1.7,13.0,Don Ohl,ohldo01,PG,1968.0,,TOT,,,.490,,,3.2,,.079,"Murphysboro, Illinois"
27,10.3,,,,,,0.5,,.218,73,/players/o/olsenbu01.html,897,,,-0.2,8.5,Bud Olsen,olsenbu01,PF,1968.0,,SEA,,,.444,,,0.2,,.012,
28,10.5,,,,,,0.5,,.286,59,/players/p/pattege01.html,559,,,-0.4,7.9,George Patterson,pattege01,C,1968.0,,DET,,,.401,,,0.1,,.007,
25,7.9,,,,,,3.5,,.378,81,/players/r/reedwi01.html,2879,,,6.5,19.5,Willis Reed*,reedwi01,PF,1968.0,,NYK,,,.537,,,10.0,,.167,"Hico, Louisiana"
22,7.1,,,,,,0.1,,.250,6,/players/r/reidji01.html,52,,,0.0,10.6,Jim Reid,reidji01,F,1968.0,,PHI,,,.473,,,0.1,,.078,
22,15.5,,,,,,0.9,,.306,80,/players/r/rileypa01.html,1263,,,-1.5,10.3,Pat Riley*,rileypa01,SG,1968.0,,SDR,,,.419,,,-0.6,,-0.023,"Rome, New York"
